person_id,age_group,hours_of_sleep,exercise_per_week,income_satisfaction,social_interactions_per_week,stress_level,diet_quality_score,screen_time_hours,urban_rural,employment_status,relationship_status,religious_affiliation,political_alignment,sexual_orientation,music_listening_hours,favorite_tv_genre,pet_ownership,region,happiness_score,high_stress,depression_risk
1054,26–40,7.2,6,6.7,3,8.7,8.1,2.3,rural,employed,widowed,hindu,left,other,1.5,sports,yes,north,5.8,yes,medium
1055,26–40,4.3,2,7.3,7,7.1,8.0,3.3,urban,student,widowed,none,right,other,1.1,reality,yes,north,6.0,yes,medium
1056,26–40,6.0,5,2.7,4,3.9,9.4,5.5,urban,student,single,christian,left,bisexual,0.0,news,no,south,9.6,no,low
1057,18–25,5.9,6,7.8,10,7.4,2.2,3.0,urban,employed,single,muslim,other,bisexual,1.6,news,yes,south,4.4,yes,medium
1058,18–25,8.3,0,3.7,4,5.2,5.7,3.8,suburban,retired,widowed,none,other,homosexual,2.3,reality,yes,south,4.7,no,medium
1059,18–25,7.2,2,4.8,8,4.1,8.1,2.6,suburban,retired,widowed,christian,left,homosexual,-0.6,sports,yes,north,5.5,no,medium
1060,26–40,7.0,3,1.1,8,7.0,4.9,5.1,suburban,retired,married,hindu,center,bisexual,3.0,sports,yes,west,5.2,no,medium
1061,41–60,9.2,6,8.6,4,8.0,6.6,4.7,urban,unemployed,single,none,left,bisexual,2.1,comedy,no,south,7.2,yes,low
1062,26–40,4.6,6,9.6,4,7.2,8.4,1.8,rural,employed,married,other,left,heterosexual,1.6,drama,yes,east,6.1,yes,medium
1063,18–25,8.7,6,1.5,3,5.2,5.3,3.9,rural,retired,single,christian,center,homosexual,0.7,drama,yes,north,4.8,no,medium
1064,41–60,7.0,3,6.7,3,3.3,4.7,4.4,urban,retired,widowed,christian,other,heterosexual,0.6,sports,yes,west,4.3,no,medium
1065,41–60,6.1,0,9.6,4,8.3,2.6,3.7,suburban,employed,divorced,hindu,center,heterosexual,1.8,comedy,yes,south,4.8,yes,medium
1066,18–25,6.4,6,6.5,4,4.1,8.4,3.9,suburban,employed,married,other,right,bisexual,1.8,comedy,yes,east,5.1,no,medium
1067,26–40,6.4,5,8.2,2,6.5,8.2,3.0,suburban,employed,divorced,muslim,center,bisexual,-0.5,news,no,north,5.3,no,medium
1068,18–25,8.8,6,2.1,8,2.0,7.7,5.2,suburban,student,single,none,right,bisexual,4.7,news,no,south,10.0,no,low
1069,18–25,7.3,3,3.2,7,7.7,4.5,2.9,rural,employed,divorced,hindu,right,heterosexual,0.8,sports,no,east,4.8,yes,medium
1070,26–40,7.8,1,4.1,7,9.6,6.2,5.4,suburban,employed,widowed,other,center,heterosexual,3.4,news,yes,south,4.2,yes,medium
1071,60+,6.1,3,9.8,2,5.0,2.1,4.0,urban,student,single,christian,center,homosexual,1.4,comedy,yes,east,4.0,no,medium
1072,41–60,7.1,4,8.0,9,5.9,3.9,3.3,suburban,employed,widowed,christian,center,homosexual,2.6,reality,yes,west,5.9,no,medium
1073,60+,8.1,6,9.0,2,9.1,4.9,3.9,urban,retired,single,christian,left,other,1.7,drama,yes,north,6.8,yes,medium
1074,26–40,8.4,1,5.4,8,8.2,1.4,4.1,urban,retired,single,other,center,homosexual,1.5,sports,no,west,4.2,yes,medium
1075,41–60,5.4,6,7.5,3,9.7,1.9,3.5,urban,retired,single,other,right,other,2.1,news,yes,north,3.5,yes,high
1076,18–25,8.0,2,7.6,4,3.4,8.5,3.4,urban,retired,widowed,muslim,right,homosexual,1.4,news,yes,north,6.1,no,medium
1077,18–25,6.8,5,6.1,11,5.2,9.7,2.5,rural,retired,single,none,right,other,3.3,comedy,yes,south,6.8,no,medium
1078,41–60,7.4,0,8.9,6,5.1,3.9,6.2,suburban,unemployed,single,christian,center,homosexual,0.3,news,no,west,5.1,no,medium
1079,26–40,6.4,4,2.4,5,5.3,2.0,2.8,rural,student,married,muslim,other,homosexual,1.8,drama,no,north,1.7,no,high
1080,26–40,8.8,4,1.5,9,9.2,9.4,2.2,rural,employed,widowed,other,other,heterosexual,1.1,sports,yes,east,6.5,yes,medium
1081,41–60,7.3,0,3.7,5,2.8,9.2,4.6,urban,retired,single,muslim,right,bisexual,2.8,news,no,south,7.5,no,low
1082,26–40,6.3,3,1.8,4,9.1,6.9,1.2,urban,retired,single,christian,right,homosexual,-0.7,reality,yes,east,4.0,yes,medium
1083,26–40,6.4,0,1.5,6,6.1,4.0,4.0,urban,retired,single,none,left,heterosexual,3.4,reality,no,east,2.9,no,high
1084,26–40,8.0,0,4.8,2,5.8,2.0,2.3,suburban,unemployed,divorced,muslim,center,heterosexual,0.7,sports,yes,east,2.7,no,high
1085,41–60,7.9,3,2.8,7,4.7,9.5,4.7,suburban,employed,divorced,other,center,bisexual,2.7,reality,yes,south,3.8,no,high
1086,26–40,7.1,6,8.1,8,5.9,9.3,3.7,suburban,employed,married,hindu,right,homosexual,-0.6,reality,yes,west,6.9,no,medium
1087,26–40,6.5,2,6.2,3,8.2,7.7,2.7,rural,retired,divorced,hindu,left,other,1.3,news,yes,east,5.0,yes,medium
1088,18–25,8.1,5,4.2,2,5.4,9.4,3.7,rural,unemployed,married,muslim,right,other,1.4,reality,no,east,8.3,no,low
1089,41–60,6.4,0,3.6,3,8.0,2.3,4.7,urban,unemployed,single,other,left,bisexual,2.0,news,no,north,6.7,yes,medium
1090,26–40,6.3,3,6.1,9,4.7,2.0,3.3,rural,retired,widowed,muslim,right,bisexual,2.6,drama,no,south,4.9,no,medium
1091,18–25,10.0,4,4.9,6,2.6,2.7,3.4,rural,retired,single,muslim,right,bisexual,4.6,comedy,yes,west,8.5,no,low
1092,18–25,7.5,0,1.5,2,4.7,2.9,5.4,suburban,unemployed,widowed,hindu,center,homosexual,1.3,news,no,north,2.0,no,high
1093,26–40,6.9,5,7.0,7,7.5,8.4,4.6,urban,employed,married,muslim,left,homosexual,2.7,comedy,yes,west,5.2,yes,medium
1094,26–40,6.5,6,5.5,6,8.7,9.3,3.3,urban,unemployed,widowed,hindu,other,homosexual,1.4,news,yes,east,7.4,yes,low
1095,26–40,6.7,6,3.5,3,7.9,2.9,4.1,urban,unemployed,married,other,left,heterosexual,2.3,news,yes,east,5.2,yes,medium
1096,26–40,8.5,0,3.6,4,4.4,5.2,3.5,urban,employed,married,other,left,other,0.1,sports,yes,south,7.0,no,low
1097,41–60,8.0,6,5.1,5,6.2,5.1,5.6,suburban,employed,widowed,other,center,heterosexual,2.2,news,yes,east,7.9,no,low
1098,41–60,6.2,2,8.4,7,4.2,2.6,1.4,suburban,employed,single,hindu,other,heterosexual,0.8,reality,no,south,7.2,no,low
1099,18–25,6.6,2,4.8,6,7.3,8.7,4.8,urban,employed,divorced,christian,other,homosexual,-0.2,reality,no,east,6.2,yes,medium
1100,26–40,5.4,4,8.6,3,4.9,5.7,4.7,urban,student,single,christian,center,bisexual,1.8,news,yes,east,5.2,no,medium
1101,26–40,7.3,2,4.8,9,7.9,6.1,2.9,urban,employed,married,christian,right,bisexual,2.1,drama,yes,north,5.9,yes,medium
1102,26–40,2.2,6,8.5,4,1.1,3.3,2.6,urban,unemployed,single,christian,left,heterosexual,1.6,reality,yes,east,4.2,no,medium
1103,18–25,5.2,5,9.4,3,4.1,6.0,5.7,rural,unemployed,single,other,left,bisexual,2.5,comedy,yes,west,9.1,no,low
1104,18–25,7.1,4,1.2,6,8.9,8.1,3.7,urban,employed,single,christian,right,heterosexual,4.1,drama,yes,west,4.5,yes,medium
1105,18–25,3.9,6,1.6,4,3.9,3.7,6.2,urban,unemployed,divorced,muslim,other,bisexual,0.8,comedy,yes,north,5.4,no,medium
1106,26–40,9.7,0,2.2,9,4.6,2.0,2.5,urban,unemployed,widowed,hindu,right,homosexual,2.9,news,yes,north,5.4,no,medium
1107,26–40,5.9,3,2.1,2,8.1,6.3,3.9,suburban,student,divorced,christian,other,heterosexual,1.1,news,no,east,5.5,yes,medium
1108,18–25,7.6,2,5.1,5,1.9,6.7,3.1,suburban,student,single,other,right,other,2.4,news,no,north,8.5,no,low
1109,26–40,8.5,4,7.9,7,3.8,2.8,3.4,suburban,retired,widowed,christian,right,heterosexual,1.9,reality,no,south,4.9,no,medium
1110,26–40,7.3,2,9.7,7,8.0,3.2,4.5,suburban,retired,single,hindu,other,bisexual,3.8,drama,yes,north,2.2,yes,high
1111,41–60,7.0,2,4.8,8,9.6,2.4,2.9,urban,employed,married,none,left,homosexual,1.9,comedy,yes,west,2.0,yes,high
1112,18–25,6.3,1,7.2,5,8.0,9.3,3.7,urban,student,single,none,right,homosexual,2.0,sports,yes,south,4.9,yes,medium
1113,26–40,5.4,0,6.7,6,2.6,2.9,2.9,suburban,retired,widowed,other,other,other,3.2,drama,no,west,5.4,no,medium
1114,41–60,6.4,2,4.5,6,8.5,1.1,4.9,suburban,unemployed,divorced,other,left,homosexual,2.6,comedy,yes,north,4.1,yes,medium
1115,41–60,7.1,3,7.5,2,5.3,8.6,6.9,urban,retired,divorced,other,left,homosexual,2.7,sports,yes,north,6.6,no,medium
1116,41–60,7.0,5,6.3,2,8.0,8.2,5.9,suburban,employed,single,christian,left,heterosexual,3.5,drama,no,north,6.2,yes,medium
1117,26–40,5.9,1,7.8,7,3.2,5.1,2.6,urban,retired,divorced,hindu,other,homosexual,2.3,drama,yes,east,6.8,no,medium
1118,41–60,8.3,4,2.7,7,4.1,8.2,3.3,suburban,employed,widowed,hindu,other,bisexual,3.8,news,yes,west,8.3,no,low
1119,41–60,5.3,4,4.2,3,9.1,5.0,3.9,suburban,retired,divorced,hindu,right,other,0.2,drama,no,east,1.9,yes,high
1120,41–60,7.7,3,7.0,5,9.2,3.0,0.9,suburban,retired,divorced,none,right,other,1.8,comedy,yes,east,4.7,yes,medium
1121,18–25,8.0,3,2.1,5,3.6,4.8,3.9,suburban,unemployed,single,hindu,right,heterosexual,1.9,news,yes,east,7.0,no,low
1122,18–25,7.3,5,7.9,3,1.8,5.4,4.7,suburban,unemployed,widowed,other,right,bisexual,1.0,drama,no,west,6.1,no,medium
1123,41–60,9.0,0,2.2,4,9.4,1.1,4.0,rural,unemployed,widowed,christian,other,homosexual,2.8,news,no,south,4.3,yes,medium
1124,60+,7.5,3,3.9,3,3.7,2.0,3.9,suburban,unemployed,married,none,other,heterosexual,2.3,sports,no,north,5.3,no,medium
1125,41–60,8.7,4,3.1,2,2.1,8.9,3.0,suburban,student,divorced,christian,center,bisexual,-0.6,comedy,yes,east,9.0,no,low
1126,41–60,3.8,0,1.5,6,4.1,4.5,3.5,urban,retired,widowed,muslim,right,homosexual,3.4,sports,yes,west,1.9,no,high
1127,26–40,8.1,3,3.4,7,3.5,4.0,3.3,suburban,unemployed,married,other,other,heterosexual,3.2,comedy,yes,west,4.4,no,medium
1128,26–40,7.7,3,9.2,4,1.7,9.0,2.4,urban,employed,single,none,center,other,2.2,reality,yes,north,9.0,no,low
1129,41–60,7.6,6,1.2,5,9.9,2.4,5.4,rural,student,married,other,right,homosexual,2.4,sports,no,east,5.7,yes,medium
1130,41–60,7.7,4,1.2,6,3.6,3.0,6.4,rural,employed,married,christian,center,other,0.5,reality,yes,south,2.8,no,high
1131,41–60,6.4,0,7.3,6,3.5,8.5,3.1,rural,unemployed,widowed,hindu,right,homosexual,0.9,news,yes,north,5.3,no,medium
1132,60+,7.9,1,4.3,7,4.8,3.5,2.5,urban,retired,married,muslim,right,homosexual,-1.3,sports,no,south,1.3,no,high
1133,26–40,9.1,1,3.1,5,4.7,6.7,2.9,urban,retired,single,other,left,other,1.1,drama,no,east,8.9,no,low
1134,18–25,4.7,5,5.6,2,4.9,7.7,2.5,urban,retired,widowed,muslim,other,homosexual,1.9,comedy,no,north,5.1,no,medium
1135,60+,8.4,0,3.4,6,9.2,3.0,3.3,rural,unemployed,widowed,christian,center,bisexual,2.6,drama,yes,east,2.9,yes,high
1136,18–25,6.8,3,4.5,8,1.5,3.3,4.4,urban,employed,widowed,other,right,homosexual,0.5,drama,yes,east,5.0,no,medium
1137,41–60,6.2,3,7.4,7,9.5,5.6,5.8,suburban,retired,widowed,hindu,other,heterosexual,3.1,news,no,west,3.5,yes,high
1138,41–60,5.5,0,2.1,5,7.0,8.1,1.6,urban,employed,single,muslim,center,bisexual,2.1,news,yes,south,3.3,no,high
1139,26–40,7.5,1,9.6,5,7.3,6.0,5.4,urban,unemployed,single,none,left,homosexual,3.2,drama,yes,south,6.3,yes,medium
1140,41–60,8.9,5,1.4,8,2.4,1.6,4.0,urban,retired,single,christian,other,heterosexual,3.0,drama,yes,north,6.4,no,medium
1141,26–40,6.5,6,8.3,7,4.0,4.2,0.8,rural,student,divorced,other,center,heterosexual,2.2,drama,no,east,5.5,no,medium
1142,41–60,7.8,6,7.5,5,1.5,4.0,2.1,rural,unemployed,single,none,right,bisexual,2.4,comedy,yes,north,8.1,no,low
1143,18–25,7.0,2,3.5,6,6.9,8.3,4.8,urban,student,married,hindu,left,bisexual,1.2,news,no,north,2.3,no,high
1144,41–60,5.0,4,2.1,6,4.1,3.6,2.7,urban,unemployed,widowed,hindu,other,bisexual,1.9,sports,yes,east,4.2,no,medium
1145,41–60,6.8,0,8.7,4,6.0,9.1,3.4,rural,student,married,muslim,right,other,2.2,news,yes,south,4.7,no,medium
1146,26–40,6.2,5,7.1,4,7.8,4.0,3.8,urban,unemployed,single,christian,left,other,3.0,drama,yes,north,3.0,yes,high
1147,41–60,5.8,2,3.6,7,6.0,2.7,5.8,urban,employed,divorced,other,left,bisexual,2.1,sports,yes,north,4.9,no,medium
1148,60+,6.5,4,1.2,2,1.6,5.9,2.1,rural,employed,divorced,none,center,homosexual,4.4,sports,yes,north,6.7,no,medium
1149,41–60,6.6,2,9.4,3,1.6,4.5,5.0,rural,retired,widowed,other,right,other,2.1,sports,no,east,6.8,no,medium
1150,60+,8.2,2,4.6,2,8.8,6.8,5.9,urban,retired,single,none,right,bisexual,-1.0,news,yes,north,5.6,yes,medium
1151,26–40,7.0,4,2.6,2,3.4,9.2,2.5,urban,retired,divorced,christian,other,bisexual,1.4,drama,no,south,9.2,no,low
1152,26–40,5.3,2,9.2,6,4.3,9.5,5.2,urban,unemployed,married,hindu,other,heterosexual,0.9,drama,yes,west,4.3,no,medium
1153,26–40,8.4,1,4.2,2,3.0,3.0,3.2,suburban,retired,divorced,hindu,other,other,1.6,reality,no,south,6.9,no,medium
1154,60+,7.5,5,5.2,5,7.3,2.5,3.0,suburban,unemployed,widowed,other,other,bisexual,0.6,comedy,no,east,4.2,yes,medium
1155,18–25,7.3,0,7.3,6,4.5,9.5,3.5,urban,student,divorced,other,left,heterosexual,-0.1,news,yes,west,5.9,no,medium
1156,26–40,8.0,6,8.4,3,5.1,8.3,4.3,rural,student,single,muslim,other,homosexual,1.0,reality,no,east,7.9,no,low
1157,26–40,7.0,5,1.9,7,7.1,3.4,2.9,suburban,unemployed,married,none,right,heterosexual,2.5,reality,no,east,6.7,yes,medium
1158,26–40,6.4,6,9.1,5,6.6,8.2,5.4,rural,student,widowed,muslim,left,other,2.6,reality,yes,west,6.4,no,medium
1159,60+,7.4,1,9.4,5,8.0,7.7,3.3,urban,employed,widowed,none,other,other,1.0,news,no,east,6.1,yes,medium
1160,26–40,7.7,1,3.3,2,7.7,3.3,0.9,rural,employed,divorced,christian,other,homosexual,2.9,comedy,no,south,6.1,yes,medium
1161,60+,7.5,6,5.5,10,5.0,9.2,3.9,rural,unemployed,widowed,other,center,heterosexual,1.3,sports,yes,west,6.8,no,medium
1162,26–40,8.0,4,8.7,2,2.7,3.9,2.1,urban,employed,divorced,none,left,heterosexual,1.1,comedy,yes,east,6.1,no,medium
1163,41–60,7.1,4,5.4,3,3.0,5.3,3.6,urban,student,married,hindu,right,bisexual,1.5,comedy,no,north,5.2,no,medium
1164,26–40,5.8,4,5.3,5,7.4,6.5,4.6,urban,retired,divorced,christian,other,heterosexual,-0.9,drama,yes,south,4.2,yes,medium
1165,26–40,6.2,2,6.6,5,3.4,2.7,3.0,suburban,retired,widowed,hindu,left,other,1.7,reality,yes,west,5.3,no,medium
1166,26–40,8.6,2,7.9,5,5.0,6.5,1.4,urban,unemployed,married,christian,right,other,0.0,reality,yes,west,5.7,no,medium
1167,26–40,7.0,6,7.0,10,2.0,7.4,2.5,urban,employed,divorced,none,other,homosexual,1.3,sports,yes,east,7.4,no,low
1168,26–40,5.6,0,6.6,5,2.1,1.9,5.9,urban,retired,widowed,hindu,other,other,1.0,drama,yes,west,4.9,no,medium
1169,26–40,5.5,2,4.3,7,3.2,4.4,4.3,rural,retired,widowed,none,center,heterosexual,3.1,sports,yes,west,4.8,no,medium
1170,18–25,5.4,0,6.7,5,1.8,6.5,5.3,suburban,retired,single,muslim,center,other,0.9,news,yes,east,3.3,no,high
1171,26–40,8.0,1,1.9,7,3.5,9.3,6.5,urban,unemployed,divorced,christian,left,bisexual,4.7,drama,yes,north,5.2,no,medium
1172,26–40,7.4,0,4.7,5,6.1,9.0,7.1,urban,employed,divorced,other,center,bisexual,1.0,reality,yes,south,5.8,no,medium
1173,26–40,9.2,0,2.7,4,7.7,2.5,4.3,suburban,employed,divorced,hindu,center,other,1.4,sports,no,south,4.4,yes,medium
1174,41–60,7.7,4,5.8,3,1.3,6.5,3.6,urban,retired,married,none,left,homosexual,2.2,drama,yes,west,6.1,no,medium
1175,60+,7.8,2,3.4,6,6.4,1.9,3.1,suburban,employed,married,hindu,other,bisexual,1.2,drama,no,west,3.4,no,high
1176,26–40,9.4,3,5.6,3,4.3,3.6,4.2,suburban,employed,single,none,right,other,3.1,comedy,yes,west,5.1,no,medium
1177,26–40,5.8,3,8.0,3,3.0,6.4,4.7,urban,retired,single,muslim,left,other,-0.5,drama,yes,north,5.5,no,medium
1178,18–25,5.2,4,4.9,7,1.3,1.7,5.1,urban,unemployed,single,other,left,heterosexual,2.2,drama,no,north,7.0,no,low
1179,26–40,7.7,5,3.0,8,3.9,9.0,2.5,urban,retired,widowed,hindu,right,homosexual,1.1,reality,yes,east,9.8,no,low
1180,41–60,6.7,5,3.0,5,8.1,8.5,2.5,rural,employed,widowed,hindu,center,bisexual,2.9,news,yes,north,6.1,yes,medium
1181,18–25,7.4,5,9.2,5,5.8,5.3,3.6,suburban,employed,single,none,left,heterosexual,1.9,sports,yes,north,8.2,no,low
1182,18–25,8.5,1,8.0,4,8.0,5.4,4.0,rural,employed,widowed,none,other,bisexual,2.5,news,yes,north,4.0,yes,medium
1183,26–40,7.9,1,1.3,5,4.7,8.9,6.4,urban,unemployed,single,hindu,left,other,3.1,drama,no,south,6.6,no,medium
1184,41–60,8.8,1,9.5,4,8.6,1.5,0.5,rural,employed,married,muslim,right,bisexual,3.6,reality,yes,west,3.3,yes,high
1185,26–40,5.9,0,2.0,3,2.4,2.3,3.1,suburban,employed,widowed,hindu,other,homosexual,2.4,reality,yes,south,5.5,no,medium
1186,60+,8.1,6,6.9,4,8.4,3.8,5.3,urban,employed,widowed,christian,left,homosexual,4.0,reality,no,north,6.7,yes,medium
1187,60+,6.1,2,6.0,3,5.3,4.3,2.5,suburban,unemployed,single,christian,other,homosexual,0.6,reality,yes,west,3.8,no,high
1188,18–25,9.0,1,1.4,7,7.7,9.9,4.0,suburban,retired,divorced,hindu,right,heterosexual,1.5,comedy,yes,north,7.3,yes,low
1189,18–25,7.5,3,3.7,10,3.2,2.3,5.4,urban,employed,single,muslim,left,bisexual,1.1,drama,yes,west,4.8,no,medium
1190,26–40,7.6,0,8.0,5,5.4,3.7,5.0,suburban,employed,widowed,none,left,homosexual,2.0,comedy,yes,south,2.7,no,high
1191,26–40,6.3,1,3.8,6,7.6,8.5,5.0,rural,unemployed,widowed,none,right,heterosexual,2.2,comedy,no,north,6.2,yes,medium
1192,26–40,6.4,1,5.3,4,5.4,8.1,3.7,urban,student,single,hindu,other,heterosexual,1.3,drama,no,north,5.7,no,medium
1193,18–25,7.5,5,7.3,4,5.1,6.9,4.2,rural,unemployed,single,other,other,heterosexual,3.3,reality,yes,south,6.8,no,medium
1194,18–25,9.1,5,1.6,7,8.3,4.0,4.2,suburban,student,single,none,right,bisexual,-2.1,sports,yes,north,5.9,yes,medium
1195,18–25,8.9,2,8.5,7,2.5,2.1,3.2,suburban,student,widowed,christian,other,homosexual,3.3,reality,yes,west,5.4,no,medium
1196,41–60,7.4,2,1.4,6,5.3,9.9,5.3,rural,student,widowed,christian,other,bisexual,1.2,reality,yes,north,7.1,no,low
1197,60+,6.5,0,3.4,2,8.4,3.3,2.0,suburban,student,widowed,other,left,heterosexual,2.5,comedy,yes,south,1.2,yes,high
1198,18–25,7.7,3,7.9,4,8.6,8.6,3.0,urban,student,married,other,other,bisexual,0.4,news,no,east,8.2,yes,low
1199,18–25,8.5,4,9.2,8,2.1,9.1,5.3,suburban,unemployed,single,christian,right,homosexual,2.2,reality,no,north,6.6,no,medium
1200,18–25,7.3,5,7.8,9,8.7,5.0,1.0,urban,employed,married,hindu,other,other,2.2,drama,yes,north,3.3,yes,high
1201,41–60,6.5,3,3.0,11,1.1,8.7,4.2,suburban,unemployed,single,hindu,left,heterosexual,3.2,drama,no,north,8.2,no,low
1202,60+,7.8,6,9.9,4,8.7,3.5,5.7,suburban,retired,married,hindu,other,bisexual,3.1,drama,yes,east,3.7,yes,high
1203,26–40,6.7,5,4.7,5,3.4,9.0,2.9,urban,unemployed,single,christian,right,homosexual,0.3,comedy,no,west,8.6,no,low
1204,26–40,6.6,2,4.4,6,6.2,6.7,4.6,rural,employed,divorced,other,center,homosexual,1.9,sports,yes,south,6.1,no,medium
1205,26–40,6.9,2,8.8,3,1.1,2.7,4.2,suburban,employed,married,muslim,center,homosexual,3.0,sports,no,west,4.2,no,medium
1206,26–40,7.8,4,1.6,2,7.6,8.1,5.0,urban,retired,widowed,christian,center,homosexual,1.2,sports,no,west,5.7,yes,medium
1207,41–60,6.7,3,6.0,10,4.9,9.2,4.0,rural,retired,widowed,christian,center,heterosexual,-0.2,reality,yes,south,8.5,no,low
1208,26–40,7.0,3,9.7,7,8.6,6.1,5.7,suburban,unemployed,married,none,left,heterosexual,2.0,reality,no,south,3.9,yes,high
1209,60+,7.2,4,1.9,5,6.0,7.8,4.6,suburban,unemployed,single,hindu,other,other,0.3,news,yes,west,5.0,no,medium
1210,18–25,6.5,2,5.9,5,8.5,8.2,5.3,urban,retired,married,none,left,bisexual,1.2,news,yes,south,4.4,yes,medium
1211,41–60,8.9,0,2.2,3,6.5,8.1,5.2,suburban,retired,widowed,christian,center,homosexual,0.8,news,yes,north,6.1,no,medium
1212,26–40,9.2,3,9.0,2,7.7,5.1,6.0,rural,unemployed,widowed,christian,other,homosexual,1.6,comedy,yes,west,4.6,yes,medium
1213,26–40,6.6,1,6.3,3,7.7,7.7,2.5,urban,retired,widowed,christian,center,heterosexual,3.3,sports,yes,west,3.4,yes,high
1214,41–60,6.0,3,3.1,6,3.2,5.9,2.1,suburban,retired,married,muslim,center,other,2.7,reality,no,east,6.9,no,medium
1215,60+,6.4,6,3.8,3,6.2,4.7,5.6,urban,unemployed,married,none,right,bisexual,3.4,news,yes,east,8.6,no,low
1216,41–60,7.5,3,5.6,7,8.9,2.5,4.2,urban,employed,divorced,other,left,bisexual,2.5,comedy,yes,west,3.9,yes,high
1217,41–60,6.9,6,7.5,1,8.9,9.2,6.8,urban,retired,single,hindu,center,heterosexual,2.1,news,yes,south,5.1,yes,medium
1218,41–60,5.5,3,5.4,8,4.5,4.7,0.7,suburban,student,divorced,hindu,center,heterosexual,3.5,reality,yes,south,4.7,no,medium
1219,26–40,6.8,2,2.7,8,3.9,3.2,3.9,urban,retired,widowed,muslim,left,heterosexual,0.2,news,no,north,2.8,no,high
1220,41–60,7.5,1,7.4,4,6.9,3.2,4.0,suburban,unemployed,divorced,none,center,other,3.7,comedy,no,west,4.0,no,medium
1221,41–60,8.2,6,2.1,3,8.0,3.2,5.3,urban,student,widowed,hindu,center,heterosexual,2.6,comedy,yes,west,6.2,yes,medium
1222,26–40,9.1,3,8.3,4,1.3,1.0,6.9,rural,student,single,christian,other,other,3.1,news,yes,south,5.5,no,medium
1223,26–40,6.5,0,4.6,4,1.8,4.9,4.0,suburban,retired,divorced,none,left,heterosexual,1.3,reality,no,west,3.0,no,high
1224,41–60,6.3,5,6.9,3,8.0,9.0,4.6,suburban,unemployed,widowed,hindu,left,heterosexual,1.0,comedy,yes,south,7.1,yes,low
1225,41–60,6.7,6,4.1,6,4.9,1.2,1.3,urban,unemployed,divorced,none,right,other,2.0,sports,no,west,3.2,no,high
1226,26–40,5.9,5,7.0,5,7.0,9.6,4.4,suburban,retired,married,muslim,other,bisexual,0.6,comedy,yes,south,5.7,no,medium
1227,41–60,6.2,1,9.0,12,8.4,2.6,4.4,suburban,employed,married,other,left,heterosexual,1.4,drama,yes,south,5.5,yes,medium
1228,41–60,6.2,4,7.3,5,7.8,7.5,3.1,urban,student,single,other,center,heterosexual,1.5,news,yes,east,5.7,yes,medium
1229,18–25,7.4,0,7.0,5,8.3,8.1,4.4,urban,unemployed,single,none,left,other,1.4,sports,yes,south,1.4,yes,high
1230,41–60,6.0,4,7.8,3,5.6,7.6,4.4,urban,unemployed,divorced,muslim,left,bisexual,1.1,reality,no,south,4.0,no,medium
1231,18–25,8.0,3,5.5,9,2.4,4.1,6.4,suburban,retired,single,hindu,center,bisexual,0.0,sports,yes,north,5.1,no,medium
1232,18–25,8.4,6,3.0,5,5.3,7.3,2.9,suburban,retired,single,christian,other,other,2.6,comedy,yes,south,5.4,no,medium
1233,26–40,5.6,2,8.3,8,9.7,5.3,2.7,suburban,employed,married,none,left,homosexual,2.2,comedy,yes,south,1.3,yes,high
1234,60+,5.4,3,6.8,6,3.7,2.4,2.7,suburban,retired,divorced,none,right,homosexual,0.6,drama,yes,north,3.3,no,high
1235,18–25,6.4,3,3.8,3,4.8,2.8,3.3,urban,unemployed,married,hindu,left,bisexual,2.4,sports,no,west,5.8,no,medium
1236,41–60,6.5,4,3.5,3,7.9,1.2,1.6,urban,student,married,christian,left,heterosexual,1.6,comedy,yes,north,5.3,yes,medium
1237,26–40,8.5,3,5.5,4,1.7,4.0,3.6,suburban,unemployed,married,christian,center,bisexual,0.9,reality,yes,south,4.2,no,medium
1238,41–60,6.9,0,2.9,9,7.8,7.6,4.1,rural,unemployed,divorced,hindu,other,heterosexual,2.7,reality,no,west,7.4,yes,low
1239,41–60,7.5,2,8.9,8,3.5,9.7,6.2,rural,retired,divorced,none,right,heterosexual,2.0,sports,no,west,8.1,no,low
1240,41–60,7.5,4,8.1,7,3.4,2.2,3.8,suburban,employed,divorced,hindu,right,heterosexual,3.6,sports,yes,north,8.5,no,low
1241,41–60,5.9,1,3.8,5,6.2,4.2,5.9,urban,student,married,other,other,bisexual,1.1,drama,yes,north,2.4,no,high
1242,41–60,6.7,5,1.4,8,3.3,2.6,5.2,suburban,retired,single,hindu,left,heterosexual,2.5,sports,no,south,4.1,no,medium
1243,18–25,7.0,3,1.5,6,6.8,7.8,4.2,urban,student,divorced,muslim,right,bisexual,3.8,reality,no,east,6.8,no,medium
1244,26–40,7.5,5,3.7,4,9.2,9.3,3.8,suburban,retired,single,none,center,heterosexual,2.1,sports,no,west,6.5,yes,medium
1245,18–25,5.3,6,2.3,3,4.6,2.0,4.8,suburban,student,married,muslim,left,heterosexual,0.7,comedy,no,north,5.9,no,medium
1246,41–60,6.3,4,8.9,4,9.5,9.1,5.0,urban,unemployed,widowed,none,right,bisexual,1.4,comedy,no,south,4.5,yes,medium
1247,18–25,7.0,5,4.8,3,9.5,3.4,3.2,suburban,unemployed,divorced,none,center,bisexual,3.6,sports,no,north,4.0,yes,medium
1248,18–25,6.5,3,4.1,3,2.9,3.0,4.9,rural,retired,single,other,other,other,3.6,news,no,east,6.8,no,medium
